ostric2,Struthio camelus,2,species
ostric3,Struthio molybdophanes,7,species
y00934,Struthio camelus/molybdophanes,8,slash
grerhe1,Rhea americana,10,species
lesrhe2,Rhea pennata,16,species
lesrhe4,Rhea pennata tarapacensis/garleppi,17,issf
lesrhe3,Rhea pennata pennata,20,issf
tabtin1,Nothocercus julius,22,species
higtin1,Nothocercus bonapartei,23,species
higtin2,Nothocercus bonapartei [bonapartei Group],24,issf
higtin3,Nothocercus bonapartei frantzii,29,issf
hootin1,Nothocercus nigrocapillus,30,species
grytin1,Tinamus tao,33,species
soltin1,Tinamus solitarius,38,species
blatin1,Tinamus osgoodi,39,species
gretin1,Tinamus major,42,species
whttin1,Tinamus guttatus,55,species
tinamu1,Tinamus sp.,56,spuh
cintin1,Crypturellus cinereus,57,species
bertin1,Crypturellus berlepschi,58,species
littin1,Crypturellus soui,59,species
teptin1,Crypturellus ptaritepui,74,species
brotin1,Crypturellus obsoletus,75,species
brntin1,Crypturellus obsoletus castaneus,76,issf
brntin2,Crypturellus obsoletus [obsoletus Group],77,issf
undtin1,Crypturellus undulatus,86,species
pabtin1,Crypturellus transfasciatus,93,species
bratin1,Crypturellus strigulosus,94,species
gyltin1,Crypturellus duidae,95,species
reltin1,Crypturellus erythropus,96,species
yeltin1,Crypturellus noctivagus,104,species
yeltin2,Crypturellus noctivagus zabele,105,issf
yeltin3,Crypturellus noctivagus noctivagus,106,issf
blctin1,Crypturellus atrocapillus,107,species
slbtin1,Crypturellus boucardi,110,species
chotin1,Crypturellus kerriae,113,species
vartin1,Crypturellus variegatus,114,species
thitin1,Crypturellus cinnamomeus,115,species
thitin2,Crypturellus cinnamomeus occidentalis,116,issf
thitin3,Crypturellus cinnamomeus [cinnamomeus Group],117,issf
rustin1,Crypturellus brevirostris,126,species
bartin2,Crypturellus bartletti,127,species
smbtin1,Crypturellus parvirostris,128,species
bartin1,Crypturellus casiquiare,129,species
tattin1,Crypturellus tataupa,130,species
cryptu1,Crypturellus sp.,135,spuh
rewtin1,Rhynchotus rufescens,136,species
huatin1,Rhynchotus maculicollis,140,species
tactin1,Nothoprocta taczanowskii,141,species
orntin1,Nothoprocta ornata,142,species
chitin1,Nothoprocta perdicaria,146,species
brutin1,Nothoprocta cinerascens,149,species
andtin1,Nothoprocta pentlandii,152,species
cubtin1,Nothoprocta curvirostris,161,species
nothop1,Nothoprocta sp.,164,spuh
whbnot1,Nothura boraquira,165,species
lesnot1,Nothura minor,166,species
darnot1,Nothura darwinii,167,species
sponot1,Nothura maculosa,173,species
y01225,Nothura boraquira/maculosa,183,slash
y01226,Nothura minor/maculosa,184,slash
dwatin1,Taoniscus nanus,185,species
elctin1,Eudromia elegans,186,species
quctin1,Eudromia formosa,197,species
puntin1,Tinamotis pentlandii,200,species
pattin1,Tinamotis ingoufi,201,species
tinamo1,Tinamidae sp.,202,spuh
soucas1,Casuarius casuarius,204,species
dwacas1,Casuarius bennetti,205,species
norcas1,Casuarius unappendiculatus,206,species
emu1,Dromaius novaehollandiae,207,species
sobkiw1,Apteryx australis,213,species
sobkiw2,Apteryx australis australis,214,issf
sobkiw3,Apteryx australis lawryi,215,issf
